vote_2020,gender,census_region,education,state,age,vote_trump,sex,educd,statefip,vote_biden,sex1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",TX,32,0,0,"College Degree (such as B.A., B.S.)",TX,1,2
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",CA,36,1,1,"College Degree (such as B.A., B.S.)",CA,0,1
Joe Biden,Male,Northeast,"College Degree (such as B.A., B.S.)",NJ,39,0,1,"College Degree (such as B.A., B.S.)",NJ,1,1
Joe Biden,Female,South,Associate Degree,MS,61,0,0,Associate Degree,MS,1,2
I would not vote,Female,Northeast,Completed some high school,NY,26,0,0,Completed some high school,NY,0,2
Donald Trump,Male,West,Completed some high school,CA,39,1,1,Completed some high school,CA,0,1
I am not sure/don't know,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,21,0,1,"College Degree (such as B.A., B.S.)",NY,0,1
Joe Biden,Female,South,Completed some high school,GA,19,0,0,Completed some high school,GA,1,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,44,0,0,"College Degree (such as B.A., B.S.)",NY,1,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,54,0,0,"College Degree (such as B.A., B.S.)",NY,1,2
Someone else,Female,South,Other post high school vocational training,FL,24,0,0,Other post high school vocational training,FL,0,2
I would not vote,Female,West,High school graduate,WA,21,0,0,High school graduate,WA,0,2
Donald Trump,Male,Northeast,Completed some high school,PA,18,1,1,Completed some high school,PA,0,1
Donald Trump,Male,South,High school graduate,TX,19,1,1,High school graduate,TX,0,1
Joe Biden,Female,South,Masters degree,FL,64,0,0,Masters degree,FL,1,2
I am not sure/don't know,Female,South,Completed some high school,TX,20,0,0,Completed some high school,TX,0,2
I am not sure/don't know,Female,South,Completed some high school,FL,41,0,0,Completed some high school,FL,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",NC,51,1,0,"College Degree (such as B.A., B.S.)",NC,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",MN,71,0,0,"College Degree (such as B.A., B.S.)",MN,1,2
Joe Biden,Female,West,High school graduate,NV,25,0,0,High school graduate,NV,1,2
Joe Biden,Female,South,"Completed some college, but no degree",VA,20,0,0,"Completed some college, but no degree",VA,1,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,25,0,0,"Completed some college, but no degree",TX,1,2
Donald Trump,Male,Northeast,Completed some high school,NY,22,1,1,Completed some high school,NY,0,1
Joe Biden,Female,West,Masters degree,CA,20,0,0,Masters degree,CA,1,2
I am not sure/don't know,Female,South,"College Degree (such as B.A., B.S.)",FL,30,0,0,"College Degree (such as B.A., B.S.)",FL,0,2
Donald Trump,Female,West,Associate Degree,OR,19,1,0,Associate Degree,OR,0,2
Joe Biden,Female,West,"Completed some graduate, but no degree",CA,52,0,0,"Completed some graduate, but no degree",CA,1,2
Donald Trump,Male,Midwest,Associate Degree,WI,54,1,1,Associate Degree,WI,0,1
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IL,38,0,0,"College Degree (such as B.A., B.S.)",IL,1,2
Joe Biden,Female,South,Completed some high school,SC,36,0,0,Completed some high school,SC,1,2
Joe Biden,Female,South,Completed some high school,OK,32,0,0,Completed some high school,OK,1,2
Someone else,Female,Midwest,"College Degree (such as B.A., B.S.)",SD,36,0,0,"College Degree (such as B.A., B.S.)",SD,0,2
Joe Biden,Female,South,Masters degree,NC,27,0,0,Masters degree,NC,1,2
I would not vote,Male,Midwest,High school graduate,WI,38,0,1,High school graduate,WI,0,1
Donald Trump,Female,West,"Completed some college, but no degree",NV,64,1,0,"Completed some college, but no degree",NV,0,2
Joe Biden,Female,West,"Completed some college, but no degree",CA,22,0,0,"Completed some college, but no degree",CA,1,2
Donald Trump,Male,Northeast,"Completed some college, but no degree",PA,71,1,1,"Completed some college, but no degree",PA,0,1
Donald Trump,Male,Northeast,"Completed some college, but no degree",NY,65,1,1,"Completed some college, but no degree",NY,0,1
Joe Biden,Female,Northeast,"Completed some college, but no degree",PA,60,0,0,"Completed some college, but no degree",PA,1,2
Donald Trump,Female,Midwest,"Completed some college, but no degree",MO,56,1,0,"Completed some college, but no degree",MO,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",TX,49,1,0,"College Degree (such as B.A., B.S.)",TX,0,2
Joe Biden,Male,Midwest,Completed some high school,OH,60,0,1,Completed some high school,OH,1,1
Donald Trump,Female,Midwest,"Completed some college, but no degree",MI,48,1,0,"Completed some college, but no degree",MI,0,2
Donald Trump,Female,West,"Completed some college, but no degree",OR,67,1,0,"Completed some college, but no degree",OR,0,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",OH,51,0,0,"Completed some college, but no degree",OH,1,2
Joe Biden,Female,Northeast,Other post high school vocational training,CT,28,0,0,Other post high school vocational training,CT,1,2
I would not vote,Female,South,Completed some high school,FL,35,0,0,Completed some high school,FL,0,2
I am not sure/don't know,Male,Midwest,"Completed some college, but no degree",WI,50,0,1,"Completed some college, but no degree",WI,0,1
Joe Biden,Female,South,Completed some high school,SC,44,0,0,Completed some high school,SC,1,2
Joe Biden,Male,West,"College Degree (such as B.A., B.S.)",CA,48,0,1,"College Degree (such as B.A., B.S.)",CA,1,1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",GA,66,0,0,"College Degree (such as B.A., B.S.)",GA,1,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",TX,40,0,1,"College Degree (such as B.A., B.S.)",TX,1,1
Donald Trump,Male,West,High school graduate,CA,56,1,1,High school graduate,CA,0,1
Donald Trump,Male,South,Other post high school vocational training,FL,35,1,1,Other post high school vocational training,FL,0,1
Donald Trump,Male,Midwest,Middle School - Grades 4 - 8,SD,40,1,1,Middle School - Grades 4 - 8,SD,0,1
Joe Biden,Male,South,High school graduate,GA,18,0,1,High school graduate,GA,1,1
Joe Biden,Male,West,"Completed some college, but no degree",CA,68,0,1,"Completed some college, but no degree",CA,1,1
Joe Biden,Female,South,"Completed some college, but no degree",GA,73,0,0,"Completed some college, but no degree",GA,1,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",TX,49,1,1,"College Degree (such as B.A., B.S.)",TX,0,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",MI,72,0,1,"College Degree (such as B.A., B.S.)",MI,1,1
Donald Trump,Male,South,"Completed some college, but no degree",MD,42,1,1,"Completed some college, but no degree",MD,0,1
Joe Biden,Male,South,"Completed some college, but no degree",LA,49,0,1,"Completed some college, but no degree",LA,1,1
Donald Trump,Female,West,"Completed some college, but no degree",CA,33,1,0,"Completed some college, but no degree",CA,0,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NJ,59,0,0,"Completed some college, but no degree",NJ,1,2
I would not vote,Male,South,High school graduate,FL,34,0,1,High school graduate,FL,0,1
Donald Trump,Male,West,"Completed some college, but no degree",UT,39,1,1,"Completed some college, but no degree",UT,0,1
Joe Biden,Male,West,Completed some high school,CA,25,0,1,Completed some high school,CA,1,1
Someone else,Male,West,Associate Degree,CA,40,0,1,Associate Degree,CA,0,1
Donald Trump,Male,West,High school graduate,CA,57,1,1,High school graduate,CA,0,1
Donald Trump,Male,South,Other post high school vocational training,TN,46,1,1,Other post high school vocational training,TN,0,1
Donald Trump,Female,West,Completed some high school,NV,30,1,0,Completed some high school,NV,0,2
I am not sure/don't know,Female,West,Other post high school vocational training,CA,45,0,0,Other post high school vocational training,CA,0,2
Donald Trump,Male,South,High school graduate,KY,62,1,1,High school graduate,KY,0,1
I am not sure/don't know,Female,West,"College Degree (such as B.A., B.S.)",CA,28,0,0,"College Degree (such as B.A., B.S.)",CA,0,2
Donald Trump,Female,West,"Completed some college, but no degree",CA,33,1,0,"Completed some college, but no degree",CA,0,2
I would not vote,Female,Northeast,"Completed some college, but no degree",NY,47,0,0,"Completed some college, but no degree",NY,0,2
Joe Biden,Male,South,"Completed some college, but no degree",TX,53,0,1,"Completed some college, but no degree",TX,1,1
Joe Biden,Male,Midwest,Other post high school vocational training,IL,44,0,1,Other post high school vocational training,IL,1,1
Donald Trump,Male,Northeast,Masters degree,NY,38,1,1,Masters degree,NY,0,1
Joe Biden,Male,Northeast,Completed some high school,NY,32,0,1,Completed some high school,NY,1,1
I am not sure/don't know,Male,South,"Completed some graduate, but no degree",LA,19,0,1,"Completed some graduate, but no degree",LA,0,1
Donald Trump,Male,West,"Completed some college, but no degree",NV,66,1,1,"Completed some college, but no degree",NV,0,1
Donald Trump,Male,West,"Completed some college, but no degree",ID,46,1,1,"Completed some college, but no degree",ID,0,1
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",GA,35,1,1,"College Degree (such as B.A., B.S.)",GA,0,1
Someone else,Male,Midwest,"Completed some college, but no degree",IA,50,0,1,"Completed some college, but no degree",IA,0,1
Joe Biden,Female,South,Completed some high school,GA,35,0,0,Completed some high school,GA,1,2
Donald Trump,Male,West,"Completed some college, but no degree",CO,53,1,1,"Completed some college, but no degree",CO,0,1
Donald Trump,Female,West,Completed some high school,OR,52,1,0,Completed some high school,OR,0,2
I would not vote,Male,South,Other post high school vocational training,FL,31,0,1,Other post high school vocational training,FL,0,1
Donald Trump,Female,West,Associate Degree,WA,65,1,0,Associate Degree,WA,0,2
Joe Biden,Male,West,"Completed some college, but no degree",ID,74,0,1,"Completed some college, but no degree",ID,1,1
I would not vote,Female,Northeast,"Completed some college, but no degree",NJ,23,0,0,"Completed some college, but no degree",NJ,0,2
I would not vote,Female,Midwest,"College Degree (such as B.A., B.S.)",MI,42,0,0,"College Degree (such as B.A., B.S.)",MI,0,2
Joe Biden,Male,West,Masters degree,CA,45,0,1,Masters degree,CA,1,1
Joe Biden,Female,Northeast,Completed some high school,NY,24,0,0,Completed some high school,NY,1,2
Joe Biden,Male,Midwest,Other post high school vocational training,MI,61,0,1,Other post high school vocational training,MI,1,1
I am not sure/don't know,Female,West,Completed some high school,CA,66,0,0,Completed some high school,CA,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",FL,49,1,1,"College Degree (such as B.A., B.S.)",FL,0,1
Donald Trump,Male,West,Associate Degree,CO,29,1,1,Associate Degree,CO,0,1
Donald Trump,Male,South,Completed some high school,LA,30,1,1,Completed some high school,LA,0,1
I am not sure/don't know,Female,South,Other post high school vocational training,FL,33,0,0,Other post high school vocational training,FL,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,36,0,0,"Completed some college, but no degree",TX,1,2
Joe Biden,Male,South,"Completed some college, but no degree",FL,20,0,1,"Completed some college, but no degree",FL,1,1
Joe Biden,Female,West,Masters degree,AZ,38,0,0,Masters degree,AZ,1,2
I am not sure/don't know,Female,South,Associate Degree,TX,49,0,0,Associate Degree,TX,0,2
Donald Trump,Female,South,High school graduate,TX,20,1,0,High school graduate,TX,0,2
I would not vote,Female,Midwest,Completed some high school,OH,26,0,0,Completed some high school,OH,0,2
Joe Biden,Female,Northeast,Masters degree,MA,25,0,0,Masters degree,MA,1,2
Joe Biden,Male,West,"Completed some college, but no degree",WA,39,0,1,"Completed some college, but no degree",WA,1,1
I would not vote,Female,West,Associate Degree,CA,47,0,0,Associate Degree,CA,0,2
I am not sure/don't know,Female,South,"Completed some college, but no degree",OK,63,0,0,"Completed some college, but no degree",OK,0,2
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,29,1,1,"College Degree (such as B.A., B.S.)",NY,0,1
Donald Trump,Male,South,Masters degree,FL,55,1,1,Masters degree,FL,0,1
Donald Trump,Female,South,Completed some high school,MS,18,1,0,Completed some high school,MS,0,2
Joe Biden,Female,South,High school graduate,NC,52,0,0,High school graduate,NC,1,2
Joe Biden,Male,Midwest,"Completed some college, but no degree",KS,51,0,1,"Completed some college, but no degree",KS,1,1
Donald Trump,Female,South,High school graduate,TX,49,1,0,High school graduate,TX,0,2
I am not sure/don't know,Female,West,"Completed some college, but no degree",OR,23,0,0,"Completed some college, but no degree",OR,0,2
I am not sure/don't know,Male,West,"Completed some college, but no degree",CO,60,0,1,"Completed some college, but no degree",CO,0,1
Donald Trump,Female,South,High school graduate,VA,57,1,0,High school graduate,VA,0,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",WI,22,0,0,"Completed some college, but no degree",WI,1,2
Joe Biden,Male,Northeast,High school graduate,PA,19,0,1,High school graduate,PA,1,1
Donald Trump,Male,South,High school graduate,NC,57,1,1,High school graduate,NC,0,1
I am not sure/don't know,Male,West,High school graduate,OR,42,0,1,High school graduate,OR,0,1
I am not sure/don't know,Female,South,"Completed some college, but no degree",MS,58,0,0,"Completed some college, but no degree",MS,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,62,0,0,"Completed some college, but no degree",TX,1,2
I am not sure/don't know,Male,Midwest,High school graduate,IL,44,0,1,High school graduate,IL,0,1
Joe Biden,Female,South,Other post high school vocational training,NC,31,0,0,Other post high school vocational training,NC,1,2
Donald Trump,Female,Midwest,Associate Degree,OH,76,1,0,Associate Degree,OH,0,2
I would not vote,Female,Northeast,High school graduate,NY,64,0,0,High school graduate,NY,0,2
I am not sure/don't know,Male,West,"Completed some college, but no degree",CA,41,0,1,"Completed some college, but no degree",CA,0,1
I would not vote,Female,Midwest,High school graduate,WI,29,0,0,High school graduate,WI,0,2
I am not sure/don't know,Female,South,"Completed some college, but no degree",FL,64,0,0,"Completed some college, but no degree",FL,0,2
Joe Biden,Male,West,"Completed some college, but no degree",UT,27,0,1,"Completed some college, but no degree",UT,1,1
Joe Biden,Female,South,Associate Degree,MS,19,0,0,Associate Degree,MS,1,2
Donald Trump,Male,Midwest,High school graduate,IN,41,1,1,High school graduate,IN,0,1
Joe Biden,Female,South,High school graduate,TX,27,0,0,High school graduate,TX,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,39,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
I would not vote,Male,South,Completed some high school,GA,19,0,1,Completed some high school,GA,0,1
Donald Trump,Female,West,Masters degree,CA,66,1,0,Masters degree,CA,0,2
Donald Trump,Male,South,"Completed some college, but no degree",TX,40,1,1,"Completed some college, but no degree",TX,0,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",SC,43,0,1,"College Degree (such as B.A., B.S.)",SC,1,1
Donald Trump,Male,Midwest,High school graduate,IA,34,1,1,High school graduate,IA,0,1
Donald Trump,Male,South,"Completed some college, but no degree",FL,75,1,1,"Completed some college, but no degree",FL,0,1
I would not vote,Male,Northeast,High school graduate,PA,26,0,1,High school graduate,PA,0,1
I am not sure/don't know,Female,South,High school graduate,OK,48,0,0,High school graduate,OK,0,2
Joe Biden,Female,West,High school graduate,CA,28,0,0,High school graduate,CA,1,2
Donald Trump,Male,Northeast,Other post high school vocational training,PA,65,1,1,Other post high school vocational training,PA,0,1
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",LA,40,1,0,"College Degree (such as B.A., B.S.)",LA,0,2
I am not sure/don't know,Male,West,High school graduate,CA,60,0,1,High school graduate,CA,0,1
Someone else,Female,South,Completed some high school,FL,19,0,0,Completed some high school,FL,0,2
Donald Trump,Male,South,High school graduate,VA,36,1,1,High school graduate,VA,0,1
Joe Biden,Male,West,"Completed some college, but no degree",CA,39,0,1,"Completed some college, but no degree",CA,1,1
Donald Trump,Female,Midwest,Other post high school vocational training,MN,57,1,0,Other post high school vocational training,MN,0,2
I would not vote,Male,West,Completed some high school,CA,44,0,1,Completed some high school,CA,0,1
Joe Biden,Male,South,"Completed some college, but no degree",KY,49,0,1,"Completed some college, but no degree",KY,1,1
Someone else,Female,West,"Completed some college, but no degree",CA,47,0,0,"Completed some college, but no degree",CA,0,2
Donald Trump,Male,Northeast,Masters degree,MA,47,1,1,Masters degree,MA,0,1
I am not sure/don't know,Female,Northeast,Completed some high school,PA,37,0,0,Completed some high school,PA,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",TX,56,1,1,"College Degree (such as B.A., B.S.)",TX,0,1
